emotion_name,lps,letl_a,letl_b,letl_c,lebl_a,lebl_b,lebl_c,rps,retl_a,retl_b,retl_c,rebl_a,rebl_b,rebl_c,tl_a,tl_b,tl_c,tl_d,tl_e,bl_a,bl_b,bl_c,bl_d,bl_e
blank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
